iter	RMSE
446	8.662234389
447	8.653793043
448	8.647443729
449	8.644148011
450	8.641418229
451	8.639465237
452	8.63492049
453	8.630039282
454	8.625717295
455	8.618743989
456	8.611864262
457	8.608943471
458	8.602665627
459	8.600121685
460	8.595954466
461	8.588140818
462	8.580000994
463	8.578927512
464	8.575032368
465	8.567547971
466	8.561105395
467	8.559313619
468	8.547133669
469	8.53988409
470	8.538242452
471	8.5367404
472	8.53252567
473	8.52880695
474	8.525955256
475	8.523158172
476	8.521101992
477	8.519119097
478	8.516870297
479	8.513561209
480	8.511677
481	8.509890336
482	8.506049771
483	8.504350547
484	8.498728798
485	8.496118335
486	8.492608095
487	8.487987395
488	8.486756454
489	8.481554472
490	8.477830266
491	8.474623245
492	8.472079088
493	8.469519373
494	8.4683855
495	8.461444825
496	8.457325871
497	8.453851382
498	8.449044207
499	8.438354953
500	8.433146601
501	8.431531662
502	8.429315634
503	8.416600931
504	8.415792349
505	8.411163342
506	8.410464327
507	8.408427249
508	8.407780388
509	8.404539717
510	8.402308592
511	8.398701479
512	8.389730399
513	8.385631507
514	8.384536649
515	8.381823444
516	8.367646445
517	8.361383109
518	8.357588808
519	8.339486087
520	8.338074893
521	8.335824287
522	8.331061159
523	8.328527275
524	8.316564124
525	8.3093979
526	8.298341938
527	8.292091303
528	8.291123161
529	8.285928012
530	8.283699185
531	8.279719551
532	8.277562328
533	8.274130509
534	8.27112225
535	8.268654085
536	8.265131348
537	8.263135084
538	8.261571158
539	8.256415532
540	8.252414421
541	8.250931479
542	8.249028517
543	8.247229712
544	8.24249579
545	8.239464253
546	8.236473333
547	8.23268617
548	8.220398971
549	8.219790046
550	8.218119509
551	8.213329661
552	8.211352748
553	8.210468856
554	8.204586323
555	8.201783707
556	8.199963859
557	8.194307651
558	8.184994062
559	8.183295933
560	8.181483447
561	8.178982601
562	8.17674445
563	8.175013978
564	8.173385675
565	8.172545795
566	8.168650108
567	8.166027613
568	8.164826359
569	8.162066259
570	8.160186871
571	8.157471082
572	8.154748829
573	8.147214828
574	8.13147738
575	8.12721423
576	8.113007751
577	8.111489264
578	8.109240601
579	8.107715883
580	8.107213481
581	8.10516701
582	8.09764241
583	8.093984906
584	8.091569645
585	8.091099221
586	8.089350678
587	8.088263985
588	8.085780346
589	8.084648604
590	8.081358405
591	8.073579791
592	8.072123855
593	8.070271078
594	8.06795826
595	8.064667647
596	8.060968648
597	8.059152659
598	8.055949293
599	8.052553882
600	8.050679158
601	8.048881771
602	8.045188879
603	8.043695069
604	8.042642654
605	8.036529967
606	8.029130226
607	8.018862455
608	8.016816795
609	8.013452259
610	8.012670387
611	8.009778425
612	8.006371068
613	8.00455931
614	8.004018765
615	7.999871408
616	7.997941709
617	7.995695994
618	7.994723506
619	7.990031042
620	7.986365596
621	7.982125463
622	7.976447839
623	7.975469612
624	7.972703742
625	7.966033103
626	7.960348174
627	7.953174087
628	7.945527826
629	7.938485936
630	7.936788289
631	7.935403732
632	7.9254616
633	7.924101295
634	7.920798144
635	7.912197398
636	7.909166621
637	7.902330958
638	7.901292745
639	7.893668823
640	7.888451623
641	7.88689279
642	7.884365845
643	7.881303804
644	7.878966685
645	7.87728541
646	7.872743775
647	7.870198229
648	7.869201283
649	7.867341521
650	7.860234399
651	7.859457313
652	7.855734307
653	7.853766861
654	7.848317745
655	7.841071803
656	7.838122772
657	7.835641222
658	7.834682654
659	7.831526386
660	7.830805246
661	7.827138937
662	7.821196257
663	7.820550094
664	7.81827684
665	7.816240149
666	7.809848871
667	7.80717105
668	7.802616805
669	7.799344335
670	7.797019389
671	7.794387781
672	7.792693421
673	7.792247785
674	7.790842019
675	7.788924498
676	7.785815673
677	7.784085671
678	7.782766939
679	7.776584281
680	7.774740219
681	7.771830951
682	7.771309301
683	7.76951929
684	7.762530907
685	7.762190925
686	7.759656338
687	7.758023787
688	7.755723179
689	7.750035718
690	7.749053488
691	7.747481061
692	7.747022767
693	7.746058755
694	7.742932564
695	7.740226263
696	7.737068658
697	7.731915384
698	7.729741427
699	7.727576821
700	7.725545161
701	7.724230289
702	7.720502911
703	7.718670946
704	7.717615289
705	7.709774938
706	7.706646426
707	7.706154465
708	7.69854459
709	7.69767139
710	7.695418331
711	7.694300163
712	7.692512621
713	7.691620314
714	7.689088291
715	7.687464071
716	7.684497555
717	7.682529716
718	7.681020063
719	7.678839607
720	7.67689246
721	7.674213339
722	7.673137371
723	7.669887608
724	7.663555577
725	7.661593872
726	7.656356786
727	7.654294009
728	7.64868033
729	7.645510273
730	7.643716545
731	7.642576552
732	7.639557281
733	7.638860802
734	7.638026066
735	7.637164448
736	7.632256597
737	7.631446466
738	7.627302484
739	7.626394548
740	7.621365945
741	7.614513736
742	7.607282632
743	7.598721277
744	7.590097202
745	7.587941233
746	7.586392876
747	7.581655187
748	7.578692322
749	7.572937199
750	7.572025132
751	7.571293336
752	7.566633978
753	7.562301899
754	7.561672324
755	7.55945276
756	7.55775512
757	7.549594091
758	7.547985683
759	7.545796535
760	7.543918165
761	7.539863906
762	7.538779692
763	7.53712947
764	7.532894468
765	7.531387946
766	7.529800814
767	7.528708605
768	7.527395132
769	7.525756448
770	7.524723889
771	7.522814018
772	7.522325303
773	7.517535473
774	7.512756893
775	7.511075179
776	7.507700076
777	7.506988455
778	7.50292992
779	7.502405617
780	7.501631067
781	7.496286978
782	7.4951426
783	7.493364616
784	7.490571986
785	7.488515812
786	7.486797837
787	7.486076311
788	7.47958544
789	7.478011728
790	7.475831093
791	7.471918993
792	7.462677922
793	7.461401164
794	7.453963533
795	7.451520705
796	7.449096051
797	7.446695406
798	7.446199485
799	7.443530885
800	7.44168485
801	7.439486507
802	7.432330623
803	7.431210971
804	7.428183054
805	7.426699201
806	7.421951602
807	7.420855531
808	7.419030709
809	7.416848426
810	7.415479121
811	7.414337953
812	7.413488626
813	7.41276463
814	7.410758589
815	7.410076562
816	7.40913815
817	7.406879508
818	7.406245146
819	7.40474407
820	7.4023829
821	7.40037084
822	7.399717121
823	7.397704791
824	7.396092928
825	7.395045089
826	7.391851789
827	7.389998913
828	7.38875241
829	7.388164425
830	7.383998905
831	7.381344153
832	7.37979738
833	7.378785035
834	7.376963476
835	7.376378358
836	7.37587733
837	7.371195929
838	7.369268859
839	7.365257645
840	7.358449277
841	7.356557115
842	7.354957467
843	7.353084878
844	7.339565426
845	7.336479903
846	7.333456096
847	7.330666068
848	7.32823804
849	7.32348014
850	7.319712194
851	7.315442917
852	7.314914263
853	7.311988337
854	7.309764368
855	7.30927419
856	7.304189982
857	7.303619483
858	7.301706153
859	7.293505342
860	7.293278336
861	7.287168162
862	7.285977067
863	7.280263288
864	7.276862718
865	7.275500352
866	7.275051596
867	7.27385122
868	7.272749233
869	7.2618451
870	7.258479952
871	7.252869054
872	7.250636038
873	7.247855226
874	7.24447447
875	7.24194888
876	7.236449025
877	7.229038786
878	7.226703545
879	7.224198846
880	7.22267389
881	7.221758203
882	7.219723118
883	7.215177563
884	7.208528151
885	7.206687537
886	7.205264159
887	7.203894494
888	7.202247727
889	7.201583068
890	7.200424916
891	7.19940364
892	7.197894042
893	7.191754874
894	7.189074814
895	7.182549897
896	7.182188538
897	7.180558354
898	7.180061654
899	7.178078139
900	7.176782638
901	7.17647231
902	7.175754018
903	7.174043719
904	7.168095859
905	7.167750497
906	7.163741009
907	7.16239665
908	7.161029408
909	7.160166823
910	7.158587982
911	7.157877159
912	7.157208119
913	7.154930073
914	7.150562183
915	7.148575277
916	7.146013694
917	7.143559881
918	7.139498735
919	7.137659018
920	7.135919935
921	7.1338671
922	7.130812203
923	7.128926167
924	7.127617938
925	7.122814802
926	7.121332561
927	7.12073454
928	7.116968723
929	7.115971869
930	7.114048041
931	7.110654282
932	7.109903226
933	7.106786095
934	7.106078855
935	7.105505328
936	7.094911995
937	7.093329228
938	7.08801758
939	7.082691028
940	7.077778233
941	7.07752417
942	7.074849974
943	7.071957898
944	7.069511881
945	7.068912849
946	7.066397888
947	7.064313284
948	7.061251268
949	7.060297781
950	7.058895488
951	7.057506263
952	7.054706936
953	7.053776934
954	7.053225647
955	7.051774762
956	7.047889164
957	7.045843324
958	7.042767791
959	7.04188777
960	7.040609138
961	7.040043253
962	7.039793269
963	7.037312356
964	7.036557614
965	7.03528996
966	7.034043582
967	7.033496411
968	7.026175167
969	7.025527921
970	7.025294542
971	7.025056318
972	7.022979126
973	7.022010662
974	7.019094521
975	7.018590503
976	7.014340233
977	7.013704279
978	7.012188881
979	7.010348442
980	7.010063057
981	7.007745809
982	7.005021018
983	7.00237066
984	6.99945319
985	6.998999921
986	6.996138316
987	6.994403466
988	6.99053
989	6.988393514
990	6.985930063
991	6.985266725
992	6.984670123
993	6.983410526
994	6.982191041
995	6.980540625
996	6.977866433
997	6.977243454
998	6.976280832
999	6.976043263
1000	6.973840891
1001	6.969410786
1002	6.968504282
1003	6.968376781
1004	6.967223244
1005	6.966558284
1006	6.964161261
1007	6.96065544
1008	6.957304798
1009	6.955609521
1010	6.954167408
1011	6.95226666
1012	6.948749599
1013	6.940409669
1014	6.937452103
1015	6.936309368
1016	6.934296382
1017	6.933872521
1018	6.930695881
1019	6.930282692
1020	6.928606277
1021	6.925398392
1022	6.919035836
1023	6.91825292
1024	6.916925509
1025	6.914767786
1026	6.913082367
1027	6.91075983
1028	6.907941509
1029	6.904834427
1030	6.899080391
1031	6.893902458
1032	6.893156963
1033	6.890723302
1034	6.889904455
1035	6.889237122
1036	6.884098994
1037	6.882905863
1038	6.882585171
1039	6.879550914
1040	6.874352599
1041	6.87341365
1042	6.872188491
1043	6.863776161
1044	6.862469262
1045	6.860842374
1046	6.856760088
1047	6.854584095
1048	6.850199088
1049	6.848273522
1050	6.846985664
1051	6.845685219
1052	6.840823557
1053	6.839990503
1054	6.839471699
1055	6.83908637
1056	6.835862413
1057	6.834371819
1058	6.832622122
1059	6.832113142
1060	6.830104052
1061	6.828934945
1062	6.82746127
1063	6.823991101
1064	6.823156919
1065	6.822140286
1066	6.817531621
1067	6.815274093
1068	6.812730189
1069	6.809194567
1070	6.807051384
1071	6.80463001
1072	6.804426985
1073	6.80229203
1074	6.800423557
1075	6.798215834
1076	6.796310531
1077	6.795899285
1078	6.794070544
1079	6.793302388
1080	6.792499853
1081	6.791171962
1082	6.78897914
1083	6.786753646
1084	6.783796823
1085	6.781154793
1086	6.776848478
1087	6.774767681
1088	6.773822291
1089	6.772341168
1090	6.768638421
1091	6.765360929
1092	6.76462008
1093	6.763942576
1094	6.762221697
1095	6.76049486
1096	6.757498931
1097	6.755842347
1098	6.754650408
1099	6.753060705
1100	6.749085866
1101	6.744096569
1102	6.741723743
1103	6.740467482
1104	6.739347769
1105	6.738219111
1106	6.737934756
1107	6.736780842
1108	6.736208684
1109	6.735188207
1110	6.73332746
1111	6.732253205
1112	6.730119579
1113	6.729655382
1114	6.727794513
1115	6.725823382
1116	6.725458278
1117	6.724981609
1118	6.720519737
1119	6.720185277
1120	6.719656542
1121	6.717308868
1122	6.71551582
1123	6.7138921
1124	6.712325856
1125	6.711768348
1126	6.710176215
1127	6.709396508
1128	6.706479462
1129	6.704257153
1130	6.701495305
1131	6.69718924
1132	6.696704656
1133	6.695848062
1134	6.694920042
1135	6.690981702
1136	6.689880643
1137	6.687449896
1138	6.684776276
1139	6.681228299
1140	6.680755839
1141	6.677744649
1142	6.676341455
1143	6.675698998
1144	6.674426982
1145	6.673158358
1146	6.672657093
1147	6.67172914
1148	6.669741539
1149	6.668572796
1150	6.668262766
1151	6.667129294
1152	6.665085409
1153	6.663532085
1154	6.660029961
1155	6.657915063
1156	6.653330971
1157	6.651949339
1158	6.648461866
1159	6.646327138
1160	6.645206833
1161	6.64444315
1162	6.643867962
1163	6.643633277
1164	6.643176888
1165	6.642700165
1166	6.641017111
1167	6.640810315
1168	6.63803526
1169	6.635339665
1170	6.633310629
1171	6.630585348
1172	6.626903888
1173	6.626096325
1174	6.624636334
1175	6.623568407
1176	6.62168116
1177	6.618125759
1178	6.616061749
1179	6.613989471
1180	6.611870335
1181	6.609083099
1182	6.608184666
1183	6.605925152
1184	6.601912081
1185	6.601565677
1186	6.600676269
1187	6.598649434
1188	6.597637632
1189	6.59589132
1190	6.595009822
1191	6.589404815
1192	6.585942664
1193	6.585022488
1194	6.580626884
1195	6.57973879
1196	6.576732356
1197	6.575752322
1198	6.571435546
1199	6.570029073
1200	6.567352357
1201	6.565872615
1202	6.564870286
1203	6.564289682
1204	6.563470599
1205	6.562338843
1206	6.56202441
1207	6.561269683
1208	6.560954584
1209	6.55794329
1210	6.553061551
1211	6.55288762
1212	6.551253733
1213	6.550140591
1214	6.54732566
1215	6.544604653
1216	6.542670374
1217	6.539224079
1218	6.538461568
1219	6.537297607
1220	6.533509259
1221	6.533277852
1222	6.528864149
1223	6.528225139
1224	6.527874721
1225	6.526004913
1226	6.523574682
1227	6.522441029
1228	6.520344402
1229	6.517603052
1230	6.517341067
1231	6.516481081
1232	6.515363227
1233	6.514556209
1234	6.513823319
1235	6.510683888
1236	6.510242434
1237	6.509838406
1238	6.509312397
1239	6.506183826
1240	6.505893199
1241	6.505312098
1242	6.502724465
1243	6.500597056
1244	6.500123505
1245	6.496644701
1246	6.49504479
1247	6.494613648
1248	6.493660112
1249	6.493243468
1250	6.492611649
1251	6.489527743
1252	6.48840082
1253	6.487943392
1254	6.487167053
1255	6.486705041
1256	6.483293007
1257	6.47994176
1258	6.478237315
1259	6.476624873
1260	6.475513313
1261	6.475360107
1262	6.471264235
1263	6.47026272
1264	6.468809693
1265	6.468648455
1266	6.465297838
1267	6.464510832
1268	6.463104143
1269	6.462947559
1270	6.460419482
1271	6.459449459
1272	6.457996916
1273	6.456819139
1274	6.454064736
1275	6.452593726
1276	6.451803251
1277	6.451366867
1278	6.450101743
1279	6.448648007
1280	6.448390677
1281	6.44718917
1282	6.445512071
1283	6.442954089
1284	6.441483643
1285	6.438733533
1286	6.435930931
1287	6.434029336
1288	6.433156468
1289	6.424657412
1290	6.420093616
1291	6.418841015
1292	6.417334245
1293	6.415267263
1294	6.414343533
1295	6.413029108
1296	6.411049712
1297	6.409478623
1298	6.408128754
1299	6.405677402
1300	6.405244486
1301	6.403856208
1302	6.402666626
1303	6.402516847
1304	6.401531954
1305	6.400274483
1306	6.392472478
1307	6.391322432
1308	6.389651795
1309	6.387371764
1310	6.387033088
1311	6.385819766
1312	6.38327266
1313	6.382905677
1314	6.381457255
1315	6.379483531
1316	6.37876766
1317	6.377065338
1318	6.376401176
1319	6.375580838
1320	6.375400952
1321	6.37516795
1322	6.374635217
1323	6.370236249
1324	6.367274784
1325	6.364009586
1326	6.363707801
1327	6.360955701
1328	6.360048017
1329	6.357703077
1330	6.357158307
1331	6.356335069
1332	6.354980067
1333	6.349732276
1334	6.348997298
1335	6.348295269
1336	6.345991068
1337	6.344891447
1338	6.343101621
1339	6.335130583
1340	6.334513853
1341	6.334128793
1342	6.330356171
1343	6.328709204
1344	6.327883921
1345	6.326832587
1346	6.324959543
1347	6.323835115
1348	6.32323512
1349	6.320898184
1350	6.320675662
1351	6.320104588
1352	6.319968294
1353	6.319184434
1354	6.317115032
1355	6.315181428
1356	6.31439345
1357	6.312379
1358	6.312025071
1359	6.309881364
1360	6.30780099
1361	6.306785303
1362	6.302775505
1363	6.300525428
1364	6.299896273
1365	6.295965149
1366	6.295823304
1367	6.295531822
1368	6.292991945
1369	6.2920861
1370	6.28494013
1371	6.283492887
1372	6.280575034
1373	6.28033545
1374	6.280118277
1375	6.278466448
1376	6.277691176
1377	6.276990344
1378	6.275595547
1379	6.274379418
1380	6.271145063
1381	6.267653842
1382	6.267358879
1383	6.264784465
1384	6.263665484
1385	6.259665783
1386	6.25770834
1387	6.255515729
1388	6.254314208
1389	6.250706426
1390	6.250505063
1391	6.24896007
1392	6.247482971
1393	6.246726215
1394	6.246392474
1395	6.246045699
1396	6.245800688
1397	6.245548816
1398	6.244588754
1399	6.24252609
1400	6.239529524
1401	6.237003837
1402	6.235553215
1403	6.234027052
1404	6.233802278
1405	6.231811379
1406	6.225037291
1407	6.223775805
1408	6.222394211
1409	6.221988587
1410	6.219852564
1411	6.217533941
1412	6.216630428
1413	6.21612302
1414	6.215969201
1415	6.213026961
1416	6.21168189
1417	6.21078711
1418	6.210638701
1419	6.208441269
1420	6.207956509
1421	6.207329091
1422	6.207143904
1423	6.20653631
1424	6.205533046
1425	6.20377944
1426	6.203448241
1427	6.200141184
1428	6.199014809
1429	6.19802964
1430	6.196484641
1431	6.195986735
1432	6.190448123
1433	6.18771822
1434	6.186882006
1435	6.185717924
1436	6.184964605
1437	6.184633088
1438	6.18076685
1439	6.178567002
1440	6.177817251
1441	6.176031139
1442	6.173844346
1443	6.169561291
1444	6.168145881
1445	6.16622865
1446	6.163873065
1447	6.161033142
1448	6.158522674
1449	6.156730357
1450	6.156422538
1451	6.154111606
1452	6.151628168
1453	6.150208562
1454	6.147720945
1455	6.146737382
1456	6.146503397
1457	6.145321097
1458	6.144810225
1459	6.143123245
1460	6.14173833
1461	6.139998633
1462	6.13873609
1463	6.13714761
1464	6.136752397
1465	6.136637811
1466	6.13502596
1467	6.133620416
1468	6.133417662
1469	6.131730443
1470	6.131435218
1471	6.130614839
1472	6.129763543
1473	6.127835308
1474	6.127336601
1475	6.126925854
1476	6.126208203
1477	6.125301688
1478	6.125115269
1479	6.124448082
1480	6.121336182
1481	6.120583727
1482	6.118994802
1483	6.118680168
1484	6.118356184
1485	6.116547195
1486	6.113540286
1487	6.112765433
1488	6.112112973
1489	6.111536461
1490	6.111404106
1491	6.10851673
1492	6.107415685
1493	6.106397949
1494	6.105834695
1495	6.105375058
1496	6.104225689
1497	6.103505856
1498	6.103218771
1499	6.102628804
1500	6.101110971
1501	6.100512278
1502	6.098639655
1503	6.096046252
1504	6.094376616
1505	6.086351322
1506	6.084075289
1507	6.082805422
1508	6.081040132
1509	6.08032077
1510	6.079782406
1511	6.077742623
1512	6.077033894
1513	6.076322477
1514	6.074644499
1515	6.072382683
1516	6.072036674
1517	6.070514918
1518	6.068586375
1519	6.068309435
1520	6.067893141
1521	6.065790479
1522	6.06557307
1523	6.064719702
1524	6.063351861
1525	6.062479841
1526	6.062122117
1527	6.059749633
1528	6.057969835
1529	6.057623031
1530	6.055530073
1531	6.048183984
1532	6.047672194
1533	6.047530718
1534	6.046231453
1535	6.045314568
1536	6.044835402
1537	6.042704379
1538	6.042255625
1539	6.040000991
1540	6.039443306
1541	6.039069975
1542	6.038549703
1543	6.037310453
1544	6.036111132
1545	6.033294553
1546	6.029927854
1547	6.029182672
1548	6.028531851
1549	6.026302664
1550	6.02562107
1551	6.022519101
1552	6.021717445
1553	6.020401917
1554	6.019624744
1555	6.019049406
1556	6.018361594
1557	6.018134842
1558	6.017885496
1559	6.016165001
1560	6.014556237
1561	6.014407974
1562	6.013368364
1563	6.012889518
1564	6.011933414
1565	6.01046424
